idVisit,serverTime,timeSpent,actionCategory,actionName,userName,department,team,title,organization,name,country
204910,2016-12-22 08:09:12,,WebNei clicked,AirScale System Module in FDD LTE (FL16A),A Kitchen Sink War  ,MN Mobile Networks,MN GS MEA RSO44 A,Senior Radio Access Engineer,MN Global Services,A Kitchen Sink War  ,Saudi Arabia
204911,2016-12-22 08:09:19,21,Top filtering Clicked,top,Akiko GOLD: Queen of Adult  ,MN Mobile Networks,MN PPS MEA Radio Netw Sol X1,Senior Radio Solution Manager,MN Product Portfolio Sales,Akiko GOLD: Queen of Adult  ,Saudi Arabia
204911,2016-12-22 08:09:40,18,WebNei clicked,Introduction to Virtualization and Telco Cloud,Akiko GOLD: Queen of Adult  ,MN Mobile Networks,MN PPS MEA Radio Netw Sol X1,Senior Radio Solution Manager,MN Product Portfolio Sales,Akiko GOLD: Queen of Adult  ,Saudi Arabia
204911,2016-12-22 08:09:58,10,Webnei downloaded,Introduction to Virtualization and Telco Cloud,Akiko GOLD: Queen of Adult  ,MN Mobile Networks,MN PPS MEA Radio Netw Sol X1,Senior Radio Solution Manager,MN Product Portfolio Sales,Akiko GOLD: Queen of Adult  ,Saudi Arabia
204911,2016-12-22 08:10:08,,Webnei downloaded,Introduction to Virtualization and Telco Cloud,Akiko GOLD: Queen of Adult  ,MN Mobile Networks,MN PPS MEA Radio Netw Sol X1,Senior Radio Solution Manager,MN Product Portfolio Sales,Akiko GOLD: Queen of Adult  ,Saudi Arabia
204915,2016-12-22 08:11:45,,WebNei clicked,AirScale System Module in FDD LTE (FL16A),"Akiyama Jin no Sugaku Mystery: Hiho ""Indo no Honoo"" o Shishu Seyo  ",MN Mobile Networks,MN GS MEA RSO44 A,Senior Radio Access Engineer,MN Global Services,"Akiyama Jin no Sugaku Mystery: Hiho ""Indo no Honoo"" o Shishu Seyo  ",Saudi Arabia
204912,2016-12-22 08:12:13,132,WebNei clicked,LTE3128,Akaklik? 1  ,CO Customer Operations,MBB FDDLTE Dev Bj2 T&amp;P1,Trial &amp; Pilot Engineer,Nokia China Interim,Akaklik? 1  ,China
204917,2016-12-22 08:14:26,31,WebNei clicked,LTE1496,Akrasia  ,MN Mobile Networks,MN GS EUR RSO57,Lead NPO Engineer,MN Global Services,Akrasia  ,Italy
204917,2016-12-22 08:14:57,18,Webnei downloaded,eICIC enhanced Intercell Interference Coordination LTE1496,Akrasia  ,MN Mobile Networks,MN GS EUR RSO57,Lead NPO Engineer,MN Global Services,Akrasia  ,Italy
204917,2016-12-22 08:15:15,75,Webnei downloaded,eICIC enhanced Intercell Interference Coordination LTE1496,Akrasia  ,MN Mobile Networks,MN GS EUR RSO57,Lead NPO Engineer,MN Global Services,Akrasia  ,Italy
204917,2016-12-22 08:16:30,26,WebNei clicked,LTE1113,Akrasia  ,MN Mobile Networks,MN GS EUR RSO57,Lead NPO Engineer,MN Global Services,Akrasia  ,Italy
204917,2016-12-22 08:16:56,,Webnei downloaded,eICIC enhanced Intercell Interference Coordination LTE1113,Akrasia  ,MN Mobile Networks,MN GS EUR RSO57,Lead NPO Engineer,MN Global Services,Akrasia  ,Italy
204926,2016-12-22 08:17:48,,WebNei clicked,LTE3128,A Game of Tennis  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,A Game of Tennis  ,Poland
204891,2016-12-22 08:18:41,,WebNei clicked,LTE556,After Armageddon Gaiden: Maju Toshoden Eclipse  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Network Engineering",MN Radio Networks,After Armageddon Gaiden: Maju Toshoden Eclipse  ,Poland
204933,2016-12-22 08:21:32,7,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Akte Europa  ,MN Mobile Networks,MN GS MEA RSO45,Care Radio Access Engineer,MN Global Services,Akte Europa  ,Iraq
204933,2016-12-22 08:21:39,,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Akte Europa  ,MN Mobile Networks,MN GS MEA RSO45,Care Radio Access Engineer,MN Global Services,Akte Europa  ,Iraq
204930,2016-12-22 08:30:38,,WebNei clicked,LTE2832,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
204949,2016-12-22 08:30:39,31,Webnei downloaded,LTE-M (Part 1) LTE3128,The Adventures of Elmo in Grouchland  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"Senior Specialist, Network Engineering",MN Radio Networks,The Adventures of Elmo in Grouchland  ,Poland
204950,2016-12-22 08:31:13,,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Akujin  ,MN Mobile Networks,MN RN CS RD &amp; ECS Korea2,System Support Specialist,MN Radio Networks,Akujin  ,South Korea
204949,2016-12-22 08:31:28,333,Webnei downloaded,IoT - Internet of Things - Introduction,The Adventures of Elmo in Grouchland  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"Senior Specialist, Network Engineering",MN Radio Networks,The Adventures of Elmo in Grouchland  ,Poland
204952,2016-12-22 08:33:32,349,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Afterfall: InSanity  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Afterfall: InSanity  ,Italy
204949,2016-12-22 08:37:01,5,WebNei clicked,LTE3071,The Adventures of Elmo in Grouchland  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"Senior Specialist, Network Engineering",MN Radio Networks,The Adventures of Elmo in Grouchland  ,Poland
204949,2016-12-22 08:37:06,,Webnei downloaded,LTE3071 NB-IoT Part 1 LTE3071,The Adventures of Elmo in Grouchland  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"Senior Specialist, Network Engineering",MN Radio Networks,The Adventures of Elmo in Grouchland  ,Poland
204952,2016-12-22 08:39:21,67,Webnei downloaded,AirScale System Module in FDD LTE (FL16A),Afterfall: InSanity  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Afterfall: InSanity  ,Italy
204961,2016-12-22 08:40:24,,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Aerial Antics  ,MN Mobile Networks,MN RN BP BTS I&amp;V1,Senior Program Manager,MN Radio Networks,Aerial Antics  ,Finland
204952,2016-12-22 08:40:28,11,WebNei clicked,LTE17 LTE17SP Carrier Aggregation aspects,Afterfall: InSanity  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Afterfall: InSanity  ,Italy
204952,2016-12-22 08:40:39,,WebNei clicked,LTE3128,Afterfall: InSanity  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Afterfall: InSanity  ,Italy
204966,2016-12-22 08:45:34,5,Release technology,WCDMA,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
204966,2016-12-22 08:45:39,,Release technology,LTE,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
204969,2016-12-22 08:47:27,429,WebNei clicked,LTE3296,Akuji the Demon  ,MN Mobile Networks,MN RN BP BTS I&amp;V5,"Senior Specialist, BTS Verification",MN Radio Networks,Akuji the Demon  ,Finland
204971,2016-12-22 08:48:52,,WebNei clicked,LTE3128,Akuji: The Heartless  ,MN Mobile Networks,MN RN CS Interoperab Testing4,IOT Engineer,MN Radio Networks,Akuji: The Heartless  ,Poland
204973,2016-12-22 08:49:24,2,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Akai Katana  ,MN Mobile Networks,MN GS APJ RSO11,Network Design &amp; Optimization Engineer,MN Global Services,Akai Katana  ,Malaysia
204973,2016-12-22 08:49:26,,Webnei downloaded,Step towards Next Gen Telco: 5G introduction,Akai Katana  ,MN Mobile Networks,MN GS APJ RSO11,Network Design &amp; Optimization Engineer,MN Global Services,Akai Katana  ,Malaysia
204975,2016-12-22 08:52:10,,WebNei clicked,IoT - Internet of Things - Introduction,Akuma: Demon Spawn  ,CO Customer Operations,GS GSD CSS Radio Radio 1,Tezdogan Mehmet Taner,Nokia China Interim,Akuma: Demon Spawn  ,China
204969,2016-12-22 08:54:36,466,Webnei downloaded,Harmonized Object Model for SRAN and LTE  LTE3296,Akuji the Demon  ,MN Mobile Networks,MN RN BP BTS I&amp;V5,"Senior Specialist, BTS Verification",MN Radio Networks,Akuji the Demon  ,Finland
204969,2016-12-22 09:02:22,,Webnei downloaded,Harmonized Object Model for SRAN and LTE  LTE3296,Akuji the Demon  ,MN Mobile Networks,MN RN BP BTS I&amp;V5,"Senior Specialist, BTS Verification",MN Radio Networks,Akuji the Demon  ,Finland
205011,2016-12-22 09:15:26,21,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Akumajo Special: Boku Dracula-kun!  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Akumajo Special: Boku Dracula-kun!  ,Italy
205011,2016-12-22 09:15:47,564,Webnei downloaded,Step towards Next Gen Telco: 5G introduction,Akumajo Special: Boku Dracula-kun!  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Akumajo Special: Boku Dracula-kun!  ,Italy
205024,2016-12-22 09:21:47,91,Order filtering Clicked,Feature id,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
205028,2016-12-22 09:22:11,,WebNei clicked,RAN2879,Age of Empires III: Complete Collection  ,MN Mobile Networks,MN GS GSD GDC IndiaC12,EXT-NPO Engineer,MN Global Services,Age of Empires III: Complete Collection  ,India
205024,2016-12-22 09:23:18,3,HVF filtering Clicked,HVF or EHVF,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
205024,2016-12-22 09:23:21,3,Release technology,LTE,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
205024,2016-12-22 09:23:24,1,Release type,LTE FDD,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
205024,2016-12-22 09:23:25,6,Release type,LTE FDD,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
205024,2016-12-22 09:23:31,460,WebNei clicked,LTE496,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
205019,2016-12-22 09:24:40,52,WebNei clicked,LTE1117,Akuma-kun: Makai no Wana  ,MN Mobile Networks,MN GS GSD GDC India23 1X,GDC FM Engineer,MN Global Services,Akuma-kun: Makai no Wana  ,India
205011,2016-12-22 09:25:19,8,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Akumajo Special: Boku Dracula-kun!  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Akumajo Special: Boku Dracula-kun!  ,Italy
205011,2016-12-22 09:25:27,32,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Akumajo Special: Boku Dracula-kun!  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Akumajo Special: Boku Dracula-kun!  ,Italy
205019,2016-12-22 09:25:32,15,Webnei downloaded,LTE MBMS LTE1117,Akuma-kun: Makai no Wana  ,MN Mobile Networks,MN GS GSD GDC India23 1X,GDC FM Engineer,MN Global Services,Akuma-kun: Makai no Wana  ,India
205019,2016-12-22 09:25:47,12,Webnei downloaded,LTE MBMS LTE1117,Akuma-kun: Makai no Wana  ,MN Mobile Networks,MN GS GSD GDC India23 1X,GDC FM Engineer,MN Global Services,Akuma-kun: Makai no Wana  ,India
205019,2016-12-22 09:25:59,528,Webnei downloaded,LTE MBMS LTE1117,Akuma-kun: Makai no Wana  ,MN Mobile Networks,MN GS GSD GDC India23 1X,GDC FM Engineer,MN Global Services,Akuma-kun: Makai no Wana  ,India
205011,2016-12-22 09:25:59,346,WebNei clicked,LTE739,Akumajo Special: Boku Dracula-kun!  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Akumajo Special: Boku Dracula-kun!  ,Italy
205024,2016-12-22 09:31:31,23,WebNei clicked,LTE1981,Advent Rising  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Advent Rising  ,Poland
205011,2016-12-22 09:31:45,1681,WebNei clicked,VoLTE Performance,Akumajo Special: Boku Dracula-kun!  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Akumajo Special: Boku Dracula-kun!  ,Italy
205045,2016-12-22 09:45:54,,WebNei clicked,LTE3128,Akumu: Aoi Kajitsu no Sanka  ,MN Mobile Networks,MN RN CRD Prod Introduct5,TIS Trial &amp; FOA Engineer,MN Radio Networks,Akumu: Aoi Kajitsu no Sanka  ,France
205060,2016-12-22 09:49:36,1006,WebNei clicked,LTE10,Alabama Smith in Escape from Pompeii  ,MN Mobile Networks,MN RN LTE-N Sys VerifJ,"Engineer, LTE Feature Verification",MN Radio Networks,Alabama Smith in Escape from Pompeii  ,Poland
205068,2016-12-22 09:53:46,1546,WebNei clicked,LTE570,After Armageddon Gaiden: Maju Toshoden Eclipse  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Network Engineering",MN Radio Networks,After Armageddon Gaiden: Maju Toshoden Eclipse  ,Poland
205011,2016-12-22 09:59:46,,WebNei clicked,LTE2612,Akumajo Special: Boku Dracula-kun!  ,MN Mobile Networks,MN GS EUR RSO57,Senior NPO Engineer,MN Global Services,Akumajo Special: Boku Dracula-kun!  ,Italy
205058,2016-12-22 09:59:59,5,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Adventure Book   ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Adventure Book   ,Poland
205058,2016-12-22 10:00:04,,Webnei downloaded,Step towards Next Gen Telco: 5G introduction,Adventure Book   ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng5,"Specialist, Network Engineering",MN Radio Networks,Adventure Book   ,Poland
205082,2016-12-22 10:03:15,,WebNei clicked,LTE739,The Adventures of Elmo in Grouchland  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng7,"Senior Specialist, Network Engineering",MN Radio Networks,The Adventures of Elmo in Grouchland  ,Poland
205087,2016-12-22 10:05:34,21,Category filtering Clicked,WCDMA,Alabama Smith in the Quest of Fate  ,MN Mobile Networks,MN GS GSD32 A,NIC Engineer,MN Global Services,Alabama Smith in the Quest of Fate  ,Indonesia
205087,2016-12-22 10:05:55,7,Favourites filtering Clicked,favourites,Alabama Smith in the Quest of Fate  ,MN Mobile Networks,MN GS GSD32 A,NIC Engineer,MN Global Services,Alabama Smith in the Quest of Fate  ,Indonesia
205087,2016-12-22 10:06:02,36,WebNei clicked,RAN2430,Alabama Smith in the Quest of Fate  ,MN Mobile Networks,MN GS GSD32 A,NIC Engineer,MN Global Services,Alabama Smith in the Quest of Fate  ,Indonesia
205060,2016-12-22 10:06:22,,Webnei downloaded,EPS Bearer for Conversational Voice LTE10,Alabama Smith in Escape from Pompeii  ,MN Mobile Networks,MN RN LTE-N Sys VerifJ,"Engineer, LTE Feature Verification",MN Radio Networks,Alabama Smith in Escape from Pompeii  ,Poland
205087,2016-12-22 10:06:38,66,WebNei clicked,Update on RU50EP1 and RU50 Baseband dimensioning,Alabama Smith in the Quest of Fate  ,MN Mobile Networks,MN GS GSD32 A,NIC Engineer,MN Global Services,Alabama Smith in the Quest of Fate  ,Indonesia
205087,2016-12-22 10:07:44,107,WebNei clicked,mcRNC refresher session - WCDMA16,Alabama Smith in the Quest of Fate  ,MN Mobile Networks,MN GS GSD32 A,NIC Engineer,MN Global Services,Alabama Smith in the Quest of Fate  ,Indonesia
205087,2016-12-22 10:09:31,,Webnei downloaded,mcRNC refresher session - WCDMA16,Alabama Smith in the Quest of Fate  ,MN Mobile Networks,MN GS GSD32 A,NIC Engineer,MN Global Services,Alabama Smith in the Quest of Fate  ,Indonesia
205078,2016-12-22 10:18:10,215,WebNei clicked,LTE739,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
205068,2016-12-22 10:19:32,298,WebNei clicked,LTE570,After Armageddon Gaiden: Maju Toshoden Eclipse  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Network Engineering",MN Radio Networks,After Armageddon Gaiden: Maju Toshoden Eclipse  ,Poland
205103,2016-12-22 10:19:38,16,WebNei clicked,LTE2612,Air Attack  ,MN Mobile Networks,MN CTO IE StP Team3,R&amp;D Team Leader,MN Chief Technology Office,Air Attack  ,Russian Fed.
205103,2016-12-22 10:19:54,,Webnei downloaded,ProSe Direct Communications for Public Safety LTE2612,Air Attack  ,MN Mobile Networks,MN CTO IE StP Team3,R&amp;D Team Leader,MN Chief Technology Office,Air Attack  ,Russian Fed.
205078,2016-12-22 10:21:45,,WebNei clicked,LTE2788,Adventure 1  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,Project Coordinator,MN Radio Networks,Adventure 1  ,Poland
205106,2016-12-22 10:23:02,,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Airport  ,MN Mobile Networks,MN GS GSD GDC Eur1,GCC Engineer,MN Global Services,Airport  ,Portugal
205068,2016-12-22 10:24:30,,Webnei downloaded,Periodic UE Measurements LTE570,After Armageddon Gaiden: Maju Toshoden Eclipse  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Network Engineering",MN Radio Networks,After Armageddon Gaiden: Maju Toshoden Eclipse  ,Poland
205113,2016-12-22 10:27:51,309,WebNei clicked,LTE17 LTE17SP Carrier Aggregation aspects,Adventure Island 3  ,MN Mobile Networks,MN RN CRD Network Perform122,ING PERFORMANCE RESEAUX,MN Radio Networks,Adventure Island 3  ,France
205102,2016-12-22 10:30:38,,Top filtering Clicked,top,Alabaster  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng2,"Specialist, Software Development",MN Radio Networks,Alabaster  ,Poland
205118,2016-12-22 10:32:59,2,Release technology,WCDMA,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
205113,2016-12-22 10:33:00,1313,WebNei clicked,Carrier aggregation,Adventure Island 3  ,MN Mobile Networks,MN RN CRD Network Perform122,ING PERFORMANCE RESEAUX,MN Radio Networks,Adventure Island 3  ,France
205118,2016-12-22 10:33:01,1,Release technology,SINGLE RAN,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
205118,2016-12-22 10:33:02,1,Release technology,GSM,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
205118,2016-12-22 10:33:03,4,Release technology,LTE,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
205118,2016-12-22 10:33:07,2,Favourites filtering Clicked,favourites,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
205118,2016-12-22 10:33:09,5,Top filtering Clicked,top,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
205118,2016-12-22 10:33:14,64,Order filtering Clicked,Creation date,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
205116,2016-12-22 10:33:35,8,Webnei downloaded,Step towards Next Gen Telco: 5G introduction,Adventurer Pets  ,MN Mobile Networks,MN GS APJ Asia North2,Technical Project Manager,MN Global Services,Adventurer Pets  ,Vietnam
205116,2016-12-22 10:33:43,7,Webnei downloaded,Step towards Next Gen Telco: 5G introduction,Adventurer Pets  ,MN Mobile Networks,MN GS APJ Asia North2,Technical Project Manager,MN Global Services,Adventurer Pets  ,Vietnam
205116,2016-12-22 10:33:50,19,Webnei downloaded,Step towards Next Gen Telco: 5G introduction,Adventurer Pets  ,MN Mobile Networks,MN GS APJ Asia North2,Technical Project Manager,MN Global Services,Adventurer Pets  ,Vietnam
205116,2016-12-22 10:34:09,,Webnei downloaded,Step towards Next Gen Telco: 5G introduction,Adventurer Pets  ,MN Mobile Networks,MN GS APJ Asia North2,Technical Project Manager,MN Global Services,Adventurer Pets  ,Vietnam
205118,2016-12-22 10:34:18,1,Tag filtering Clicked,Beamforming,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
205118,2016-12-22 10:34:19,45,Tag filtering Clicked,Beamforming,Adventsquiz  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng4,"Specialist, Software Development",MN Radio Networks,Adventsquiz  ,Poland
205125,2016-12-22 10:38:31,,WebNei clicked,LTE1034,A Labyrinth Game / Supermind  ,MN Mobile Networks,MN RN CS Netw&amp;Knowledge Eng3,"Specialist, Network Engineering",MN Radio Networks,A Labyrinth Game / Supermind  ,Poland
205130,2016-12-22 10:43:17,7,Category filtering Clicked,LTE,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205130,2016-12-22 10:43:24,8,Release technology,LTE,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205130,2016-12-22 10:43:32,6,Release type,LTE FDD,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205130,2016-12-22 10:43:38,9,Release type,LTE FDD,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205130,2016-12-22 10:43:47,19,Release technology,LTE,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205130,2016-12-22 10:44:06,31,Tag filtering Clicked,Mobility &amp; Multi-layer Optimization,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205130,2016-12-22 10:50:43,960,Webnei downloaded,Inter-Frequency Fully UE-based ANR  LTE1708,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205148,2016-12-22 10:54:05,,WebNei clicked,LTE3296,Age of Empires: The Rise of Rome  ,MN Mobile Networks,MN PPS EUR Radio Netw Sales4,Radio Solution Manager,MN Product Portfolio Sales,Age of Empires: The Rise of Rome  ,France
205113,2016-12-22 10:54:53,,WebNei clicked,LTE2527,Adventure Island 3  ,MN Mobile Networks,MN RN CRD Network Perform122,ING PERFORMANCE RESEAUX,MN Radio Networks,Adventure Island 3  ,France
205157,2016-12-22 11:06:22,,WebNei clicked,LTE17 LTE17SP Carrier Aggregation aspects,Alantia  ,MN Mobile Networks,MN PPS EUR Radio Netw Sales3,Solution Manager,MN Product Portfolio Sales,Alantia  ,Sweden
205130,2016-12-22 11:06:43,126,Webnei downloaded,ANR Intra-LTE Intra-frequency Fully UE based LTE782,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205163,2016-12-22 11:08:12,31,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Alan Wake  ,MN Mobile Networks,MN RN CS Radio Netw Supp3,Senior Specialist BTS Technical Support,MN Radio Networks,Alan Wake  ,Finland
205163,2016-12-22 11:08:43,44,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Alan Wake  ,MN Mobile Networks,MN RN CS Radio Netw Supp3,Senior Specialist BTS Technical Support,MN Radio Networks,Alan Wake  ,Finland
205130,2016-12-22 11:08:49,82,Webnei downloaded,Inter-Frequency Fully UE-based ANR  LTE556,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205163,2016-12-22 11:09:27,9,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Alan Wake  ,MN Mobile Networks,MN RN CS Radio Netw Supp3,Senior Specialist BTS Technical Support,MN Radio Networks,Alan Wake  ,Finland
205163,2016-12-22 11:09:36,10,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Alan Wake  ,MN Mobile Networks,MN RN CS Radio Netw Supp3,Senior Specialist BTS Technical Support,MN Radio Networks,Alan Wake  ,Finland
205163,2016-12-22 11:09:46,6,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Alan Wake  ,MN Mobile Networks,MN RN CS Radio Netw Supp3,Senior Specialist BTS Technical Support,MN Radio Networks,Alan Wake  ,Finland
205163,2016-12-22 11:09:52,200,WebNei clicked,AirScale System Module in FDD LTE (FL16A),Alan Wake  ,MN Mobile Networks,MN RN CS Radio Netw Supp3,Senior Specialist BTS Technical Support,MN Radio Networks,Alan Wake  ,Finland
205130,2016-12-22 11:10:11,6,Favourites filtering Clicked,favourites,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205130,2016-12-22 11:10:17,287,WebNei clicked,LTE1708,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205163,2016-12-22 11:13:12,484,WebNei clicked,IoT - Internet of Things - Introduction,Alan Wake  ,MN Mobile Networks,MN RN CS Radio Netw Supp3,Senior Specialist BTS Technical Support,MN Radio Networks,Alan Wake  ,Finland
205169,2016-12-22 11:15:02,46,WebNei clicked,Step towards Next Gen Telco: 5G introduction,Alan Wake   ,CIOO Chief Innovation&amp;Operating Office,CIOO GOPS GSCM CCE E&amp;AP EU Cent&amp;Af FN&amp;AA,Technical Order Configuration Expert,CIOO GOPS,Alan Wake   ,Tunisia
205130,2016-12-22 11:15:04,3,Release technology,LTE,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
205130,2016-12-22 11:15:07,7,Category filtering Clicked,LTE,"Aladdin's Magic Lamp  ",MN Mobile Networks,MN GS GSD GDC Eur54,Radio Engineer,MN Global Services,"Aladdin's Magic Lamp  ",Portugal
